naics17,naics_bucket,naics_bucket_title
327120,327,Nonmetallic Mineral Product ManufacturingT 
327211,327,Nonmetallic Mineral Product ManufacturingT 
327212,327,Nonmetallic Mineral Product ManufacturingT 
327213,327,Nonmetallic Mineral Product ManufacturingT 
327215,327,Nonmetallic Mineral Product ManufacturingT 
327310,327,Nonmetallic Mineral Product ManufacturingT 
327320,327,Nonmetallic Mineral Product ManufacturingT 
327331,327,Nonmetallic Mineral Product ManufacturingT 
327332,327,Nonmetallic Mineral Product ManufacturingT 
327390,327,Nonmetallic Mineral Product ManufacturingT 
327410,327,Nonmetallic Mineral Product ManufacturingT 
327420,327,Nonmetallic Mineral Product ManufacturingT 
327910,327,Nonmetallic Mineral Product ManufacturingT 
327991,327,Nonmetallic Mineral Product ManufacturingT 
327992,327,Nonmetallic Mineral Product ManufacturingT 
327993,327,Nonmetallic Mineral Product ManufacturingT 
327999,327,Nonmetallic Mineral Product ManufacturingT 
331110,331,Primary Metal ManufacturingT 
331210,331,Primary Metal ManufacturingT 
331221,331,Primary Metal ManufacturingT 
331222,331,Primary Metal ManufacturingT 
331313,331,Primary Metal ManufacturingT 
331314,331,Primary Metal ManufacturingT 
331315,331,Primary Metal ManufacturingT 
331318,331,Primary Metal ManufacturingT 
331410,331,Primary Metal ManufacturingT 
331420,331,Primary Metal ManufacturingT 
331491,331,Primary Metal ManufacturingT 
331492,331,Primary Metal ManufacturingT 
331511,331,Primary Metal ManufacturingT 
331512,331,Primary Metal ManufacturingT 
331513,331,Primary Metal ManufacturingT 
331523,331,Primary Metal ManufacturingT 
331524,331,Primary Metal ManufacturingT 
331529,331,Primary Metal ManufacturingT 
332111,332,Fabricated Metal Product ManufacturingT 
332112,332,Fabricated Metal Product ManufacturingT 
332114,332,Fabricated Metal Product ManufacturingT 
332117,332,Fabricated Metal Product ManufacturingT 
332119,332,Fabricated Metal Product ManufacturingT 
332215,332,Fabricated Metal Product ManufacturingT 
332216,332,Fabricated Metal Product ManufacturingT 
332311,332,Fabricated Metal Product ManufacturingT 
332312,332,Fabricated Metal Product ManufacturingT 
332313,332,Fabricated Metal Product ManufacturingT 
332321,332,Fabricated Metal Product ManufacturingT 
332322,332,Fabricated Metal Product ManufacturingT 
332323,332,Fabricated Metal Product ManufacturingT 
332410,332,Fabricated Metal Product ManufacturingT 
332420,332,Fabricated Metal Product ManufacturingT 
332431,332,Fabricated Metal Product ManufacturingT 
332439,332,Fabricated Metal Product ManufacturingT 
332510,332,Fabricated Metal Product ManufacturingT 
332613,332,Fabricated Metal Product ManufacturingT 
332618,332,Fabricated Metal Product ManufacturingT 
332710,332,Fabricated Metal Product ManufacturingT 
332721,332,Fabricated Metal Product ManufacturingT 
332722,332,Fabricated Metal Product ManufacturingT 
332811,332,Fabricated Metal Product ManufacturingT 
332812,332,Fabricated Metal Product ManufacturingT 
332813,332,Fabricated Metal Product ManufacturingT 
332911,332,Fabricated Metal Product ManufacturingT 
332912,332,Fabricated Metal Product ManufacturingT 
332913,332,Fabricated Metal Product ManufacturingT 
332919,332,Fabricated Metal Product ManufacturingT 
332991,332,Fabricated Metal Product ManufacturingT 
332992,332,Fabricated Metal Product ManufacturingT 
332993,332,Fabricated Metal Product ManufacturingT 
332994,332,Fabricated Metal Product ManufacturingT 
332996,332,Fabricated Metal Product ManufacturingT 
332999,332,Fabricated Metal Product ManufacturingT 
333111,333,Machinery ManufacturingT 
333112,333,Machinery ManufacturingT 
333120,333,Machinery ManufacturingT 
333131,333,Machinery ManufacturingT 
333132,333,Machinery ManufacturingT 
333241,333,Machinery ManufacturingT 
333242,333,Machinery ManufacturingT 
333243,333,Machinery ManufacturingT 
333244,333,Machinery ManufacturingT 
333249,333,Machinery ManufacturingT 
333314,333,Machinery ManufacturingT 
333316,333,Machinery ManufacturingT 
333318,333,Machinery ManufacturingT 
333413,333,Machinery ManufacturingT 
333414,333,Machinery ManufacturingT 
333415,333,Machinery ManufacturingT 
333511,333,Machinery ManufacturingT 
333514,333,Machinery ManufacturingT 
333515,333,Machinery ManufacturingT 
333517,333,Machinery ManufacturingT 
333519,333,Machinery ManufacturingT 
333611,333,Machinery ManufacturingT 
333612,333,Machinery ManufacturingT 
333613,333,Machinery ManufacturingT 
333618,333,Machinery ManufacturingT 
333912,333,Machinery ManufacturingT 
333914,333,Machinery ManufacturingT 
333921,333,Machinery ManufacturingT 
333922,333,Machinery ManufacturingT 
333923,333,Machinery ManufacturingT 
333924,333,Machinery ManufacturingT 
333991,333,Machinery ManufacturingT 
333992,333,Machinery ManufacturingT 
333993,333,Machinery ManufacturingT 
333994,333,Machinery ManufacturingT 
333995,333,Machinery ManufacturingT 
333996,333,Machinery ManufacturingT 
333997,333,Machinery ManufacturingT 
333999,333,Machinery ManufacturingT 
334111,334,Computer and Electronic Product ManufacturingT 
334112,334,Computer and Electronic Product ManufacturingT 
334118,334,Computer and Electronic Product ManufacturingT 
334210,334,Computer and Electronic Product ManufacturingT 
334220,334,Computer and Electronic Product ManufacturingT 
334290,334,Computer and Electronic Product ManufacturingT 
334310,334,Computer and Electronic Product ManufacturingT 
334412,334,Computer and Electronic Product ManufacturingT 
334413,334,Computer and Electronic Product ManufacturingT 
334416,334,Computer and Electronic Product ManufacturingT 
334417,334,Computer and Electronic Product ManufacturingT 
334418,334,Computer and Electronic Product ManufacturingT 
334419,334,Computer and Electronic Product ManufacturingT 
334510,334,Computer and Electronic Product ManufacturingT 
334511,334,Computer and Electronic Product ManufacturingT 
334512,334,Computer and Electronic Product ManufacturingT 
334513,334,Computer and Electronic Product ManufacturingT 
334514,334,Computer and Electronic Product ManufacturingT 
334515,334,Computer and Electronic Product ManufacturingT 
334516,334,Computer and Electronic Product ManufacturingT 
334517,334,Computer and Electronic Product ManufacturingT 
334519,334,Computer and Electronic Product ManufacturingT 
334613,334,Computer and Electronic Product ManufacturingT 
334614,334,Computer and Electronic Product ManufacturingT 
335110,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335121,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335122,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335129,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335210,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335220,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335311,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335312,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335313,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335314,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335911,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335912,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335921,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335929,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335931,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335932,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335991,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
335999,335,"Electrical Equipment, Appliance, and Component ManufacturingT "
336111,336,Transportation Equipment ManufacturingT 
336112,336,Transportation Equipment ManufacturingT 
336120,336,Transportation Equipment ManufacturingT 
336211,336,Transportation Equipment ManufacturingT 
336212,336,Transportation Equipment ManufacturingT 
336213,336,Transportation Equipment ManufacturingT 
336214,336,Transportation Equipment ManufacturingT 
336310,336,Transportation Equipment ManufacturingT 
336320,336,Transportation Equipment ManufacturingT 
336330,336,Transportation Equipment ManufacturingT 
336340,336,Transportation Equipment ManufacturingT 
336350,336,Transportation Equipment ManufacturingT 
336360,336,Transportation Equipment ManufacturingT 
336370,336,Transportation Equipment ManufacturingT 
336390,336,Transportation Equipment ManufacturingT 
336411,336,Transportation Equipment ManufacturingT 
336412,336,Transportation Equipment ManufacturingT 
336413,336,Transportation Equipment ManufacturingT 
336414,336,Transportation Equipment ManufacturingT 
336415,336,Transportation Equipment ManufacturingT 
336419,336,Transportation Equipment ManufacturingT 
336510,336,Transportation Equipment ManufacturingT 
336611,336,Transportation Equipment ManufacturingT 
336612,336,Transportation Equipment ManufacturingT 
336991,336,Transportation Equipment ManufacturingT 
336992,336,Transportation Equipment ManufacturingT 
336999,336,Transportation Equipment ManufacturingT 
337110,337,Furniture and Related Product ManufacturingT 
337121,337,Furniture and Related Product ManufacturingT 
337122,337,Furniture and Related Product ManufacturingT 
337124,337,Furniture and Related Product ManufacturingT 
337125,337,Furniture and Related Product ManufacturingT 
337127,337,Furniture and Related Product ManufacturingT 
337211,337,Furniture and Related Product ManufacturingT 
337212,337,Furniture and Related Product ManufacturingT 
337214,337,Furniture and Related Product ManufacturingT 
337215,337,Furniture and Related Product ManufacturingT 
337910,337,Furniture and Related Product ManufacturingT 
337920,337,Furniture and Related Product ManufacturingT 
339112,339,Miscellaneous ManufacturingT 
339113,339,Miscellaneous ManufacturingT 
339114,339,Miscellaneous ManufacturingT 
339115,339,Miscellaneous ManufacturingT 
339116,339,Miscellaneous ManufacturingT 
339910,339,Miscellaneous ManufacturingT 
339920,339,Miscellaneous ManufacturingT 
339930,339,Miscellaneous ManufacturingT 
339940,339,Miscellaneous ManufacturingT 
339950,339,Miscellaneous ManufacturingT 
339991,339,Miscellaneous ManufacturingT 
339992,339,Miscellaneous ManufacturingT 
339993,339,Miscellaneous ManufacturingT 
339994,339,Miscellaneous ManufacturingT 
339995,339,Miscellaneous ManufacturingT 
339999,339,Miscellaneous ManufacturingT 
423110,42,Wholesale TradeT
423120,42,Wholesale TradeT
423130,42,Wholesale TradeT
423140,42,Wholesale TradeT
423210,42,Wholesale TradeT
423220,42,Wholesale TradeT
423310,42,Wholesale TradeT
423320,42,Wholesale TradeT
423330,42,Wholesale TradeT
423390,42,Wholesale TradeT
423410,42,Wholesale TradeT
423420,42,Wholesale TradeT
423430,42,Wholesale TradeT
423440,42,Wholesale TradeT
423450,42,Wholesale TradeT
423460,42,Wholesale TradeT
423490,42,Wholesale TradeT
423510,42,Wholesale TradeT
423520,42,Wholesale TradeT
423610,42,Wholesale TradeT
423620,42,Wholesale TradeT
423690,42,Wholesale TradeT
423710,42,Wholesale TradeT
423720,42,Wholesale TradeT
423730,42,Wholesale TradeT
423740,42,Wholesale TradeT
423810,42,Wholesale TradeT
423820,42,Wholesale TradeT
423830,42,Wholesale TradeT
423840,42,Wholesale TradeT
423850,42,Wholesale TradeT
423860,42,Wholesale TradeT
423910,42,Wholesale TradeT
423920,42,Wholesale TradeT
423930,42,Wholesale TradeT
423940,42,Wholesale TradeT
423990,42,Wholesale TradeT
424110,42,Wholesale TradeT
424120,42,Wholesale TradeT
424130,42,Wholesale TradeT
424210,42,Wholesale TradeT
424310,42,Wholesale TradeT
424320,42,Wholesale TradeT
424330,42,Wholesale TradeT
424340,42,Wholesale TradeT
424410,42,Wholesale TradeT
424420,42,Wholesale TradeT
424430,42,Wholesale TradeT
424440,42,Wholesale TradeT
424450,42,Wholesale TradeT
424460,42,Wholesale TradeT
424470,42,Wholesale TradeT
424480,42,Wholesale TradeT
424490,42,Wholesale TradeT
424510,42,Wholesale TradeT
424520,42,Wholesale TradeT
424590,42,Wholesale TradeT
424610,42,Wholesale TradeT
424690,42,Wholesale TradeT
424710,42,Wholesale TradeT
424720,42,Wholesale TradeT
424810,42,Wholesale TradeT
424820,42,Wholesale TradeT
424910,42,Wholesale TradeT
424920,42,Wholesale TradeT
424930,42,Wholesale TradeT
424940,42,Wholesale TradeT
424950,42,Wholesale TradeT
424990,42,Wholesale TradeT
425110,42,Wholesale TradeT
425120,42,Wholesale TradeT
441110,441,Motor Vehicle and Parts Dealers 
441120,441,Motor Vehicle and Parts Dealers 
441210,441,Motor Vehicle and Parts Dealers 
441222,441,Motor Vehicle and Parts Dealers 
441228,441,Motor Vehicle and Parts Dealers 
441310,441,Motor Vehicle and Parts Dealers 
441320,441,Motor Vehicle and Parts Dealers 
442110,442,Furniture and Home Furnishings Stores 
442210,442,Furniture and Home Furnishings Stores 
442291,442,Furniture and Home Furnishings Stores 
442299,442,Furniture and Home Furnishings Stores 
443141,443,Electronics and Appliance Stores 
443142,443,Electronics and Appliance Stores 
444110,444,Building Material and Garden Equipment and Supplies Dealers 
444120,444,Building Material and Garden Equipment and Supplies Dealers 
444130,444,Building Material and Garden Equipment and Supplies Dealers 
444190,444,Building Material and Garden Equipment and Supplies Dealers 
444210,444,Building Material and Garden Equipment and Supplies Dealers 
444220,444,Building Material and Garden Equipment and Supplies Dealers 
445110,445,Food and Beverage Stores 
445120,445,Food and Beverage Stores 
445210,445,Food and Beverage Stores 
445220,445,Food and Beverage Stores 
445230,445,Food and Beverage Stores 
445291,445,Food and Beverage Stores 
445292,445,Food and Beverage Stores 
445299,445,Food and Beverage Stores 
445310,445,Food and Beverage Stores 
446110,446,Health and Personal Care Stores 
446120,446,Health and Personal Care Stores 
446130,446,Health and Personal Care Stores 
446191,446,Health and Personal Care Stores 
446199,446,Health and Personal Care Stores 
447110,447,Gasoline Stations 
447190,447,Gasoline Stations 
448110,448,Clothing and Clothing Accessories Stores 
448120,448,Clothing and Clothing Accessories Stores 
448130,448,Clothing and Clothing Accessories Stores 
448140,448,Clothing and Clothing Accessories Stores 
448150,448,Clothing and Clothing Accessories Stores 
448190,448,Clothing and Clothing Accessories Stores 
448210,448,Clothing and Clothing Accessories Stores 
448310,448,Clothing and Clothing Accessories Stores 
448320,448,Clothing and Clothing Accessories Stores 
451110,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
451120,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
451130,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
451140,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
451211,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
451212,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores "
452210,452,General Merchandise Stores 
452311,452,General Merchandise Stores 
452319,452,General Merchandise Stores 
453110,453,Miscellaneous Store Retailers 
453210,453,Miscellaneous Store Retailers 
453220,453,Miscellaneous Store Retailers 
453310,453,Miscellaneous Store Retailers 
453910,453,Miscellaneous Store Retailers 
453920,453,Miscellaneous Store Retailers 
453930,453,Miscellaneous Store Retailers 
453991,453,Miscellaneous Store Retailers 
453998,453,Miscellaneous Store Retailers 
454110,454,Nonstore Retailers 
454210,454,Nonstore Retailers 
454310,454,Nonstore Retailers 
454390,454,Nonstore Retailers 
481111,481,Air TransportationT 
481112,481,Air TransportationT 
481211,481,Air TransportationT 
481212,481,Air TransportationT 
481219,481,Air TransportationT 
482111,482,Rail TransportationT 
482112,482,Rail TransportationT 
483111,483,Water TransportationT 
483112,483,Water TransportationT 
483113,483,Water TransportationT 
483114,483,Water TransportationT 
483211,483,Water TransportationT 
483212,483,Water TransportationT 
484110,484,Truck TransportationT 
484121,484,Truck TransportationT 
484122,484,Truck TransportationT 
484210,484,Truck TransportationT 
484220,484,Truck TransportationT 
484230,484,Truck TransportationT 
485111,485,Transit and Ground Passenger TransportationT 
485112,485,Transit and Ground Passenger TransportationT 
485113,485,Transit and Ground Passenger TransportationT 
485119,485,Transit and Ground Passenger TransportationT 
485210,485,Transit and Ground Passenger TransportationT 
485310,485,Transit and Ground Passenger TransportationT 
485320,485,Transit and Ground Passenger TransportationT 
485410,485,Transit and Ground Passenger TransportationT 
485510,485,Transit and Ground Passenger TransportationT 
485991,485,Transit and Ground Passenger TransportationT 
485999,485,Transit and Ground Passenger TransportationT 
486110,486,Pipeline TransportationT 
