cost_structure,cost_structure_key,description,cost_pool_group,active
USAID70700 - CN-707-00,17,"Indirect Rates based on IQCs: 
Nigeria Northern Education Initiative plus (NEI Plus) --- 
Caps: Overhead/G&A 45/19.5",,
